ROI_type,dice_coef,task,,,
tumor,0.499690785,train,,,
tumor,0.791304348,train,,,
tumor,0.876397611,train,,,
tumor,0.779316313,train,,,
tumor,0.76202694,train,,,
tumor,0.578267113,train,,,
tumor,0.581246932,train,,,
tumor,0.643924626,train,,,
tumor,0.682454252,train,,,
tumor,0.023357664,train,,,
tumor,0.717255717,train,,,
tumor,0.837389381,train,,,
pancreas+tumor,0.906725612,train,,,
pancreas+tumor,0.761004089,train,,,
pancreas+tumor,0.549963083,train,,,
pancreas+tumor,0.647332546,train,,,
pancreas+tumor,0.707294262,train,,,
pancreas+tumor,0.596105567,train,,,
pancreas+tumor,0.754789595,train,,,
pancreas+tumor,0.784745763,train,,,
pancreas+tumor,0.84577481,train,,,
pancreas+tumor,0.815556346,train,,,
pancreas+tumor,0.6212315,train,,,
pancreas+tumor,0.613911653,train,,,
pancreas+tumor,0.774518558,train,,,
pancreas+tumor,0.829064423,train,,,
pancreas+tumor,0.742219264,train,,,
pancreas+tumor,0.817153209,train,,,
pancreas+tumor,0.62981888,train,,,
pancreas+tumor,0.539052203,train,,,
pancreas+tumor,0.386728535,train,,,
pancreas+tumor,0.641387278,train,,,
pancreas+tumor,0.43729069,train,,,
pancreas+tumor,0.622708121,train,,,
pancreas+tumor,0.374968865,train,,,
pancreas+tumor,0.845575915,train,,,
pancreas+tumor,0.853807995,train,,,
pancreas+tumor,0.702182911,train,,,
pancreas+tumor,0.724009562,train,,,
pancreas+tumor,0.764216646,train,,,
pancreas+tumor,0.825830487,train,,,
pancreas+tumor,0.576388212,train,,,
pancreas+tumor,0.807969699,train,,,
pancreas+tumor,0.487937203,train,,,
pancreas+tumor,0.612565566,train,,,
pancreas+tumor,0.576164537,train,,,
pancreas+tumor,0.400686755,train,,,
pancreas+tumor,0.866154409,train,,,
pancreas+tumor,0.363633841,train,,,
pancreas+tumor,0.82683854,train,,,
pancreas+tumor,0.324629404,train,,,
pancreas+tumor,0.483300951,train,,,
pancreas+tumor,0.828906273,train,,,
pancreas+tumor,0.706041766,train,,,
pancreas+tumor,0.737257685,train,,,
pancreas+tumor,0.805599055,train,,,
pancreas+tumor,0.766916669,train,,,
pancreas+tumor,0.785835708,train,,,
pancreas+tumor,0.761183536,train,,,
pancreas+tumor,0.572930456,train,,,
pancreas+tumor,0.299283076,train,,,
pancreas+tumor,0.716217805,train,,,
pancreas+tumor,0.728320725,train,,,
pancreas+tumor,0.576171854,train,,,
pancreas+tumor,0.429601195,train,,,
pancreas+tumor,0.680305874,train,,,
pancreas+tumor,0.784690212,train,,,
pancreas+tumor,0.751365852,train,,,
pancreas+tumor,0.780157441,train,,,
pancreas+tumor,0.55638551,train,,,
pancreas+tumor,0.61365127,train,,,
pancreas+tumor,0.733023057,train,,,
pancreas+tumor,0.345498288,train,,,
pancreas+tumor,0.517957851,train,,,
pancreas+tumor,0.831828167,train,,,
pancreas+tumor,0.811890756,train,,,
pancreas+tumor,0.256572792,train,,,
pancreas+tumor,0.662009865,train,,,
pancreas+tumor,0.687493754,train,,,
pancreas+tumor,0.760312702,train,,,
pancreas+tumor,0.742904269,train,,,
pancreas+tumor,0.682268335,train,,,
pancreas+tumor,0.775792048,train,,,
pancreas+tumor,0.771287186,train,,,
pancreas+tumor,0.842111195,train,,,
pancreas+tumor,0.711702446,train,,,
pancreas+tumor,0.776154641,train,,,
pancreas+tumor,0.499275194,train,,,
pancreas+tumor,0.783683149,train,,,
pancreas+tumor,0.804894543,train,,,
pancreas+tumor,0.630164927,train,,,
pancreas+tumor,0.609345401,train,,,
pancreas+tumor,0.299778524,train,,,
pancreas+tumor,0.630020476,train,,,
pancreas+tumor,0.807355892,train,,,
pancreas+tumor,0.73394891,train,,,
pancreas+tumor,0.806973601,train,,,
pancreas+tumor,0.691364165,train,,,
pancreas+tumor,0.155545873,train,,,
pancreas+tumor,0.491382472,train,,,
pancreas+tumor,0.761066919,train,,,
pancreas+tumor,0.371753812,train,,,
pancreas+tumor,0.765586246,train,,,
pancreas+tumor,0.682771498,train,,,
pancreas+tumor,0.719662195,train,,,
pancreas+tumor,0.330515219,train,,,
pancreas+tumor,0.809739096,train,,,
pancreas+tumor,0.744423476,train,,,
pancreas+tumor,0.686285058,train,,,
pancreas+tumor,0.680847076,train,,,
pancreas+tumor,0.812452931,train,,,
pancreas+tumor,0.728932067,train,,,
pancreas+tumor,0.711364618,train,,,
pancreas+tumor,0.514256445,train,,,
pancreas+tumor,0.821411323,train,,,
pancreas+tumor,0.746192661,train,,,
pancreas+tumor,0.849711548,train,,,
pancreas+tumor,0.899477988,train,,,
pancreas+tumor,0.759232652,train,,,
pancreas+tumor,0.880650216,train,,,
pancreas+tumor,0.875134766,train,,,
pancreas+tumor,0.519097961,train,,,
pancreas+tumor,0.339974544,train,,,
pancreas+tumor,0.64177638,train,,,
pancreas+tumor,0.798606894,train,,,
pancreas+tumor,0.40235731,train,,,
pancreas+tumor,0.622702542,train,,,
pancreas+tumor,0.575665732,train,,,
pancreas+tumor,0.467208133,train,,,
pancreas+tumor,0.74437234,train,,,
pancreas+tumor,0.742003131,train,,,
pancreas+tumor,0.682000334,train,,,
pancreas+tumor,0.719421338,train,,,
pancreas+tumor,0.741303138,train,,,
pancreas+tumor,0.432271242,train,,,
pancreas+tumor,0.745729343,train,,,
pancreas+tumor,0.892742442,train,,,
pancreas+tumor,0.512277458,train,,,
pancreas+tumor,0.673171839,train,,,
